Temperature,EC,PH,Salinity,DO
27,0.36,8.4,0.23,9.8
26.1,0.42,8.6,0.27,10.6
25.8,0.37,8.1,0.24,9
26,0.42,8.6,0.27,8.4
26.6,0.42,8.2,0.27,8.2
28,0.29,8.34,0.18,8.7
25.9,0.27,8.39,0.17,8.4
9.3,0.23,8.2,0.14,10.5
27.5,0.36,8.2,0.23,9.5
27.8,0.31,8.7,0.2,8.6
25.6,0.16,8.9,0.1,10.3
28.3,0.26,8.4,0.17,8.3
28.3,0.24,8.16,0.15,8.5
25.1,0.18,8.2,0.11,9.2
28.5,0.41,8.2,0.26,8.6
28.6,0.26,8.3,0.17,8.1
28.4,0.36,8.6,0.23,8.2
25.9,1.55,7.6,0.99,8.1
25.4,0.23,8.4,0.14,8.8
25.3,0.23,8.6,0.14,8.7
26.2,0.41,8.36,0.26,8.4
26.2,0.28,8.2,0.18,8.3
28.3,0.22,8.03,0.14,8.6
26.3,1.55,7.91,0.99,5.5
26,0.28,8.2,0.18,8.5
27.6,1.55,8.1,0.99,7.3
27.4,1.55,7.8,0.99,8.3
28.9,0.45,8.4,0.29,8.1
26,0.18,8.4,0.11,8.1
21.9,1.55,6.4,0.99,1.2
25.6,1.55,7.58,0.99,0.7
28.3,0.35,8.48,0.22,8.4
26.6,0.3,8.8,0.19,9.7
28.5,1.55,7.3,0.99,6.1
28.5,0.3,8.3,0.19,8.3
26.8,0.35,8.7,0.23,9.7
27.2,0.4,8.4,0.26,9.7
26.6,0.4,9.1,0.26,9.6
28,0.18,8.26,0.12,8.6
26.2,0.26,6.7,0.17,1.4
29.1,1.55,7.7,0.99,4.6
30.1,1.55,7.7,0.99,8.1
28.6,0.4,8.1,0.26,8.6
26,0.18,8.2,0.11,8.3
26.6,0.43,8.2,0.28,8.2
26,0.48,8.4,0.31,8.7
26,0.4,8.7,0.25,10.6
28.8,0.45,8.5,0.29,8.1
25.3,0.32,8.44,0.2,11.4
26.5,0.25,8.8,0.16,9.7
28.2,0.29,8.48,0.18,8.4
31.6,1.55,7.5,0.99,1.9
28,0.24,8.1,0.16,8.9
26.7,0.27,6.8,0.17,4.4
30.3,1.55,7.1,0.99,0.7
32,1.55,7.7,0.99,4.1
28,0.2,8.2,0.12,8.7
30.8,1.55,7.44,0.99,3.9
32.9,1.55,7.7,0.99,2.8
26.8,0.34,8.4,0.22,10
27.8,0.19,8.3,0.12,8.8
32.4,1.55,7.49,0.99,2.8
26.4,0.44,8.51,0.28,8.1
28.2,0.29,8.4,0.18,8.5
22.9,1.56,8.2,1,8.7
24.8,1.56,8.5,1,8.3
25.2,0.18,8.4,0.12,8.9
28.6,0.34,8.4,0.22,8.2
28.9,0.49,8.2,0.31,8.4
27.9,0.24,8.7,0.15,8.4
28,0.24,8.8,0.15,8.2
27.9,0.16,8.14,0.1,8.8
25.9,1.56,7.2,1,6.2
26.8,0.32,8.87,0.2,9.5
28,0.46,8.55,0.29,8.9
27.6,0.19,8.5,0.12,8.8
28.3,0.39,8.2,0.25,8.8
26.4,0.39,8.42,0.25,8.1
26.3,0.24,8.11,0.15,8.2
28.4,0.33,8.49,0.21,8.3
25.9,0.33,8.4,0.21,8.5
27.3,0.28,8.7,0.18,9.1
25.2,0.43,8.5,0.28,9.3
27,0.29,8.62,0.19,9.5
11.5,0.28,8.16,0.18,10.9
28,0.18,8.2,0.12,8.7
26.8,0.33,8.6,0.21,9.8
28.6,0.22,8.08,0.14,8.3
25.9,0.33,8.29,0.21,8.6
27.8,1.56,7.9,1,0.9
27.7,0.33,8.3,0.21,9.2
26.5,0.33,8.7,0.21,10
26,0.24,8.31,0.15,8.3
27.8,0.39,8.41,0.25,9.1
28.7,1.56,7.6,1,2.6
26.5,0.29,6.9,0.18,2.6
28.9,1.56,7.7,1,5.8
29.6,1.56,7.7,1,3.8
28.8,1.56,7.4,1,3.6
25.1,0.34,8.6,0.22,9.1
28.3,0.28,8.2,0.18,8.6
26.9,0.28,8.81,0.18,9.4
28.7,0.28,8.2,0.18,8.2
28.4,0.33,8.6,0.21,8.2
29.5,1.56,7.26,1,2.8
26,0.24,8.4,0.15,8.2
31.8,1.56,7.9,1,8.1
29.1,0.38,8.1,0.24,8.1
30.6,1.56,7.7,1,6.3
31.2,1.56,7.51,1,4.6
26.3,0.22,8.8,0.14,9.9
10.9,0.42,8.3,0.27,11
28.1,0.22,8.4,0.14,8.5
31.6,1.56,7.2,1,2.3
27.4,0.42,8.4,0.27,9.6
25.6,0.32,8.7,0.21,10.9
26.4,0.38,8.28,0.24,8.2
25.9,0.19,8.2,0.12,8.4
26.6,0.37,8.3,0.24,10.4
26,0.44,8.4,0.28,8.6
28.6,0.41,8.28,0.26,8.5
27,0.25,8.65,0.16,9.4
25.2,0.37,8.6,0.24,11.5
25.9,0.32,8.9,0.21,10.4
34.3,1.56,8.7,1,8
26.4,0.4,8.32,0.25,8.2
28.2,0.21,8.48,0.14,8.3
28.6,0.22,8.29,0.14,8.1
27.6,0.12,8.3,0.08,8.9
33.6,1.56,7.6,1,0.3
25.7,1.57,7.9,1,6
26.1,0.39,8.2,0.25,8.6
26.7,0.44,8.2,0.28,8.1
26.2,0.45,8.52,0.29,8.3
28.9,0.42,8.4,0.27,8.1
23.3,1.57,8.1,1,4.5
28.6,0.31,8.08,0.2,8.5
28.2,0.34,8.55,0.22,8.5
28.3,0.38,8.43,0.24,8.6
28.8,0.46,8.3,0.3,8.4
28.3,0.31,8.6,0.2,8.3
22.3,1.57,2.6,1,8.3
26.3,0.33,8.28,0.21,8.2
28.9,0.39,8.24,0.25,8.2
26.7,0.4,8.12,0.26,8.1
26.7,0.41,8.7,0.26,10
27.7,0.36,8.7,0.23,8.9
28.6,0.32,8.12,0.21,8.5
26.5,0.45,8.47,0.29,10.5
28.8,1.57,7.6,1,2.4
29.1,0.48,8.24,0.31,8.2
26.7,0.39,8.1,0.25,8.1
28.8,0.36,8.2,0.23,8.3
26.5,0.31,8.3,0.2,10.4
28.6,0.38,8.23,0.24,8.5
28.7,1.57,7.34,1,5.4
25.2,0.19,8.5,0.12,8.8
30.6,1.57,7.8,1,0.5
26.4,0.34,8.1,0.22,8.3
30.3,1.57,7.68,1,6.4
30,1.57,7.49,1,1.1
28.5,0.31,8.3,0.2,8.4
32.1,1.57,7.7,1,3.6
28.5,0.26,8.4,0.16,8.2
27.9,0.28,9.06,0.18,8.2
26.2,0.39,8.4,0.25,8.3
25.5,0.24,8.2,0.16,8.9
28,0.4,8.6,0.26,8.8
32.8,1.57,7.5,1,0.1
28.5,0.4,8.1,0.26,8.8
26.2,0.28,6.9,0.18,0.4
26.1,0.39,8.3,0.25,8.5
28.9,0.39,8.38,0.25,8.1
27.9,0.45,8.2,0.29,9.4
27.8,0.35,8.79,0.22,8.7
22.3,1.58,8.03,1.01,8.5
23.3,1.58,5.7,1.01,5.5
26.1,0.45,8.4,0.28,8.5
25.5,0.31,8.1,0.2,5.6
26.5,1.58,7.6,1.01,6.2
25.1,1.58,7.8,1.01,0.4
21.1,1.58,2.6,1.01,8.2
25.8,1.58,7.74,1.01,2.8
26.3,0.3,8.2,0.19,8.2
24.5,1.58,2.6,1.01,8.1
28.2,0.24,8.48,0.15,8.4
28.5,0.45,8.19,0.28,8.8
27.6,0.21,8.61,0.13,8.8
28.2,0.43,8.36,0.28,8.9
28,0.34,8.18,0.22,9.1
26,0.22,8.24,0.14,8.3
26.9,1.58,8,1.01,0.5
27.1,0.4,8.5,0.25,9.8
27.9,0.35,8.6,0.22,8.8
26.4,1.58,7.7,1.01,0.1
28.4,0.25,8.1,0.16,8.6
27.6,1.58,7.5,1.01,2.6
28.7,0.45,8.3,0.29,8.5
28.4,0.45,8.3,0.29,8.8
26.7,1.58,7.7,1.01,1.8
28.2,0.4,8.4,0.25,8.8
27.9,0.39,8.48,0.25,9
27.1,1.58,2.64,1.01,7.7
27.4,0.4,8.3,0.25,9.7
26.4,0.35,8.1,0.22,8.3
28.1,1.58,7.4,1.01,0.5
29.4,1.58,7.7,1.01,3.7
28.8,1.58,7.4,1.01,0.7
27.5,1.58,7,1.01,0.2
28.5,1.58,7.65,1.01,4.1
27.8,0.39,8.8,0.25,8.8
28.8,1.58,7.7,1.01,3.5
26.4,0.45,8.4,0.29,8.2
27.8,0.4,8.5,0.25,9.1
28.4,0.29,8.5,0.19,8.3
28.1,0.29,8.1,0.19,9
28.7,0.38,8.37,0.24,8.3
25.7,0.29,8.38,0.18,8.6
27.9,0.29,8.6,0.19,8.7
30.4,1.58,7.6,1.01,2.6
27.8,0.31,8.3,0.2,5.6
30.3,1.58,7.9,1.01,0.4
26,0.4,8.3,0.25,8.6
28,0.19,8.19,0.12,8.8
25.9,0.36,8.42,0.23,8.5
27.7,0.22,8.56,0.14,8.8
28.8,0.44,8.5,0.28,8.2
32.1,1.58,7.7,1.01,0.2
28.5,0.29,8.5,0.18,8.2
28.7,0.39,8.3,0.25,8.4
26,0.2,8.3,0.13,8.2
28.5,0.39,8.6,0.25,8.3
27.5,0.36,8.64,0.23,9.2
28.6,0.29,8.3,0.18,8.3
28.4,0.34,8.2,0.22,8.7
28.1,0.44,8.2,0.28,9.2
23.2,1.59,8.2,1.02,8.5
29.1,0.43,8.3,0.28,8.1
29.2,0.43,8.2,0.28,8.1
19,1.59,6.9,1.02,4.4
26.5,0.45,8.4,0.29,8.1
26,0.4,8.4,0.26,8.5
28.2,0.38,8.5,0.25,8.7
27.1,0.33,8.7,0.21,9.5
28.4,0.23,8.5,0.15,8.2
28.6,0.27,8.47,0.17,8.1
26.2,0.4,8.4,0.26,8.3
29.4,1.59,7.7,1.02,6.3
29.5,1.59,7.84,1.02,3.7
30.6,1.59,7.4,1.02,0.3
31,1.59,7.4,1.02,4.7
30,1.59,7.75,1.02,1.1
28.1,0.07,8.5,0.05,8.2
4.6,0.23,8.2,0.15,10.3
26.5,0.32,8.6,0.21,10.2
26.8,0.22,6.9,0.14,4.7
28.5,0.37,8.3,0.24,8.6
25.3,1.6,7.9,1.02,6
21.5,1.6,8.2,1.02,2.1
24.9,1.6,8.1,1.02,5.3
17.2,1.6,6.5,1.02,4.4
28.6,0.24,8.24,0.15,8.3
26,0.4,8.4,0.26,8.5
28.2,0.32,8.6,0.21,8.5
27.8,0.23,8.52,0.15,8.8
28.8,0.28,8.11,0.18,8.3
25.2,1.6,2.66,1.02,7.8
28.8,0.43,8.52,0.28,8.2
21,1.6,2.64,1.02,8.6
28.7,0.47,8.3,0.3,8.6
28,1.6,7.1,1.02,4.7
27,0.29,8.8,0.19,3.6
25.4,0.47,8.8,0.3,11.4
25.6,0.42,8.8,0.27,11.1
28.5,0.37,8.6,0.24,8.3
28.6,0.29,8.44,0.18,8.2
25.6,0.25,8.2,0.16,8.8
27.8,0.22,8.3,0.14,9
27.7,1.6,7.5,1.02,6.4
27.3,0.38,8.22,0.24,9.9
28.5,1.6,8.08,1.02,6.7
28.7,1.6,7.7,1.02,1.8
29.3,1.6,7.6,1.02,2.9
28.5,1.6,7.3,1.02,5.9
27.8,0.27,8.3,0.17,9.1
28.7,1.6,7.3,1.02,2.2
28.5,1.6,7.6,1.02,4
25.6,0.21,8.1,0.13,8.8
29.4,1.6,7.9,1.02,3.6
28.5,0.42,8.3,0.27,8.7
29.8,1.6,7.72,1.02,9.1
28,0.38,8.43,0.24,9
26.6,0.19,8.84,0.12,9.6
28.1,0.39,8.25,0.25,5.8
28.6,0.36,8.3,0.23,8.5
26,0.46,8.8,0.3,10.8
30.6,1.6,7.5,1.02,1.6
27.6,0.36,8.8,0.23,9
29.1,0.46,8.2,0.3,8.3
31.5,1.6,7,1.02,5.7
27.7,0.31,8.6,0.2,9
6.8,0.23,8.1,0.15,10.6
30.8,1.6,7.57,1.02,5.8
32.2,1.6,7.7,1.02,3.4
33.5,1.6,8.01,1.02,7.3
31.4,1.6,7.4,1.02,4
28.1,0.31,8.4,0.2,8.8
28.3,0.41,8.4,0.26,8.8
28.7,0.21,8.3,0.13,8.1
27.3,0.26,8.6,0.17,9.3
27.7,0.21,8.6,0.14,8.8
32.2,1.6,7.8,1.02,0.8
26.4,0.31,8.1,0.2,8.2
22.8,1.61,8.2,1.03,9.2
26.4,0.31,8.2,0.2,8.1
25.7,0.21,8.3,0.13,8.5
28,0.26,8.5,0.17,8.7
26.3,0.46,8.1,0.29,8.6
25.7,1.61,7.53,1.03,3.6
27.2,0.31,8.5,0.2,9.6
28,0.31,8.5,0.2,8.8
22.9,1.61,8.12,1.03,0.1
26.2,0.36,8.2,0.23,8.4
27,0.21,8.1,0.13,10
28.8,0.31,8.2,0.2,8.3
26.7,1.61,7.7,1.03,0.8
26.9,1.61,7.64,1.03,1.1
28.4,0.43,8.08,0.28,6
27.8,1.61,7.8,1.03,9.9
27.6,1.61,7.4,1.03,4.7
28.4,0.37,8.52,0.23,8.5
28.1,0.3,8.2,0.19,9
30.4,1.61,7.7,1.03,2
28.2,0.35,8.5,0.23,8.7
28.2,0.25,8.3,0.16,8.7
28.7,0.35,8.6,0.23,8.1
31.5,1.61,8,1.03,6
25.7,0.46,8.2,0.29,9.1
27.6,0.2,8.9,0.13,8.6
25.5,0.21,8.5,0.13,8.5
26.5,0.49,8.27,0.32,8.3
29,1.61,7.02,1.03,4.4
28.7,0.29,8.18,0.19,8.4
27.8,0.26,8.4,0.17,6.4
28.7,0.3,8.4,0.19,8.2
26.5,0.29,8.98,0.18,9.8
28.9,0.32,8.13,0.2,8.3
28.8,0.43,8.16,0.28,8.6
33,1.61,8.52,1.03,6.7
28,0.3,8.6,0.19,8.7
28.2,0.25,8.7,0.16,8.3
27.8,0.25,8.7,0.16,8.7
26,0.26,8.1,0.17,8.5
26.5,0.4,8.9,0.25,10.1
25.7,1.62,7.7,1.04,4.2
26.8,0.25,8.1,0.16,10.3
26,0.21,8.2,0.13,8.3
25.7,1.62,8,1.04,5
25.1,1.62,7.5,1.04,1.4
28.9,0.3,8.2,0.19,8.2
26.1,0.41,8.6,0.26,8.2
25.2,1.62,7.62,1.04,6.3
28.5,0.34,8.18,0.22,8.7
26.3,0.44,8.16,0.28,8.5
26.2,0.37,8.22,0.24,8.4
23,1.62,8.08,1.04,1.9
26.5,0.39,8.16,0.25,8.2
28.6,0.25,8.2,0.16,8.4
26.9,0.25,8.9,0.16,9.4
28.1,1.62,7.45,1.04,5.1
27,1.62,7.92,1.04,6.4
28.3,0.29,8.28,0.18,8.7
29.8,1.62,7.6,1.04,5.8
30.2,1.62,7.7,1.04,1
28.4,0.29,8.5,0.19,8.4
29.4,1.62,7.58,1.04,6.4
29.8,1.62,8.39,1.04,7.8
32.5,1.62,7.4,1.04,5
32.4,1.62,7.1,1.04,0.4
32.7,1.62,7.6,1.04,4.4
28.7,0.24,8.2,0.15,8.3
28.7,0.29,8.5,0.19,8.1
28.8,0.34,8.4,0.22,8.2
32.1,1.62,7.8,1.04,0.2
27.4,0.44,8.2,0.28,10
28.5,0.29,8.6,0.18,8.2
28.3,0.38,8.48,0.24,8.7
27.3,0.34,8.3,0.22,9.8
25.1,1.63,7.3,1.04,1.2
28.5,0.29,8.5,0.18,8.3
27.8,0.39,8.3,0.25,9.4
25.1,0.46,8.4,0.3,9.5
26.4,0.49,8.3,0.31,11
25.8,1.63,7.7,1.04,3.2
26.9,0.36,8.64,0.23,9.9
27.7,0.25,8.82,0.16,8.7
24.1,1.63,8.02,1.04,2.2
28.1,1.63,7.5,1.04,5.9
26.4,0.29,8.6,0.18,10.3
28.7,0.28,8.4,0.18,8.2
27.4,1.63,7,1.04,0.7
28.7,1.63,7.3,1.04,4.2
25.7,0.21,8.2,0.14,8.6
26.2,0.26,8.2,0.17,8.2
27.8,1.63,7.7,1.04,3.9
26.3,1.63,7.9,1.04,3.2
29,0.34,8.3,0.21,8.1
25.4,0.32,8.32,0.21,9
26.9,1.63,7.69,1.04,2.7
28.6,1.63,7.5,1.04,5.9
27.9,1.63,7.5,1.04,5.8
26.3,0.4,8.47,0.26,8.1
29.3,0.43,8.2,0.28,8.1
28.4,0.28,8.5,0.18,8.4
30,1.63,7.4,1.04,0.2
10.3,0.45,8.4,0.29,11.1
29.1,1.63,7.5,1.04,6.2
28.3,1.63,7.7,1.04,0.2
25.1,0.43,8.8,0.28,11.7
28.5,0.28,8.5,0.18,8.3
28.1,0.28,8.5,0.18,8.7
28.3,0.45,8.34,0.29,9
26.1,0.36,8.38,0.23,8.3
28.3,0.25,8.54,0.16,8.4
26.2,0.35,8.37,0.22,8.2
27.4,0.17,8.77,0.11,8.9
31.6,1.63,7.1,1.04,0.1
32.5,1.63,7.8,1.04,4.5
28.3,0.28,8.5,0.18,8.5
22.8,1.64,8.1,1.05,8.4
27.6,0.23,8.9,0.15,8.7
29,0.43,8.1,0.28,8.5
27.1,0.28,8.7,0.18,9.5
26.4,0.27,6.7,0.17,1
27.2,0.38,8.6,0.24,9.7
27.3,0.23,8.8,0.14,9.1
25.1,1.64,7.9,1.05,5.3
24,1.64,8.21,1.05,9.8
26.4,1.64,7.81,1.05,5.6
28.7,0.3,8.34,0.19,8.3
27.1,0.11,8.37,0.07,9.5
26.3,1.64,7.84,1.05,3.6
26.7,1.64,7.9,1.05,2.1
25.6,0.32,8.41,0.21,8.7
25.1,0.37,8.5,0.23,9.2
28.6,1.64,8,1.05,0.4
28.6,0.32,8.6,0.21,8.2
28.5,0.28,8.4,0.18,8.4
28.9,0.28,8.3,0.18,8.1
29.8,1.64,7.6,1.05,6.4
26.2,0.23,8.12,0.15,8.2
29,1.64,7.5,1.05,6
26.4,0.42,8.2,0.27,8.3
26.1,0.4,8.27,0.26,8.5
28.1,0.31,8.96,0.2,8.3
25.5,0.17,8.99,0.11,10.6
26.9,0.37,8.7,0.24,9.9
28.3,0.22,8.7,0.14,8.2
27.4,0.32,8.4,0.21,9.6
30.7,1.64,7.7,1.05,5.6
27.8,0.42,8.2,0.27,9.6
28.4,0.4,8.66,0.26,8.5
32.5,1.64,7.52,1.05,4.7
28,0.42,8.3,0.27,9.3
31.8,1.64,8,1.05,2.7
31.4,1.64,7.7,1.05,2.5
26.6,0.28,8.82,0.18,9.9
25.3,0.44,8.94,0.28,11.4
27.9,0.27,8.4,0.17,9
33.4,1.64,7,1.05,0.8
28.4,0.27,8.3,0.17,8.6
25.8,0.2,8.16,0.13,8.5
28.9,0.32,8.3,0.2,8.2
25.6,0.32,8.3,0.2,8.8
22,1.65,2.62,1.06,8.3
28.6,0.36,8.58,0.23,8.3
25.3,1.65,7.81,1.06,0.6
26.9,1.65,7.1,1.06,3.4
28.9,1.65,7.4,1.06,4.8
27.3,1.65,7.6,1.06,3.9
28.5,1.65,7.8,1.06,0.1
28.9,0.32,8.2,0.2,8.3
29.1,1.65,7.4,1.06,4.6
28.6,0.32,8.5,0.2,8.3
26.8,0.37,8.6,0.23,10.1
28.6,0.22,8.4,0.14,8.2
28.6,0.22,8.2,0.14,8.4
29,1.65,7.87,1.06,8.6
26.1,0.4,8.56,0.26,8.2
27.5,1.65,7.88,1.06,0.6
27.4,1.65,7.62,1.06,5.5
27.5,0.42,8.3,0.27,9.8
27.7,0.16,8.4,0.1,9
27.2,0.31,8.2,0.2,10
27.4,0.37,8.71,0.24,9.4
28.7,0.26,8.5,0.17,8.1
28.2,0.17,8.31,0.11,8.6
25.6,0.23,8.31,0.14,8.6
25.1,1.66,2.6,1.06,7.7
24.6,1.66,8.2,1.06,1.3
26.5,1.66,8.1,1.06,8
23.7,1.66,8.12,1.06,1
24.3,1.66,8.38,1.06,8.4
27.5,0.31,8.7,0.2,9.2
28.3,0.41,8.6,0.26,8.7
27.1,0.23,6.9,0.15,5.6
28.4,0.41,8.5,0.26,8.7
26.2,1.66,7.4,1.06,4.6
26.9,1.66,2.7,1.06,7.3
26.6,1.66,7.8,1.06,3.8
27.2,0.36,8.4,0.23,9.9
28.2,0.27,8.42,0.17,8.7
28.3,0.36,8.14,0.23,6.1
25.2,0.35,8.45,0.22,9.1
26.4,1.66,7.77,1.06,4.1
30,1.66,8,1.06,0.7
28.4,0.36,8.1,0.23,9
28.1,0.28,8.74,0.18,8.5
25.1,0.27,8.7,0.17,8.8
32.4,1.66,8,1.06,5.9
26.2,0.37,8.4,0.24,8.2
25.8,0.42,8.2,0.27,8.9
27.1,0.48,8.45,0.31,10.2
29.1,0.41,8.2,0.26,8.3
26.4,0.47,8.4,0.3,8.2
34,1.66,7.7,1.06,1.5
25.4,0.42,8.2,0.27,9.3
29.3,0.45,8.1,0.29,8.3
26,1.67,7.8,1.07,9
27.7,0.3,8.4,0.19,9.3
25.4,1.67,7.92,1.07,8.1
26.2,0.34,8.34,0.22,8.2
26.9,0.29,6.7,0.18,3.7
29.1,1.67,7.6,1.07,6.4
27.9,1.67,7.7,1.07,0.7
26.8,0.45,8.7,0.29,10.2
29.2,1.67,7.9,1.07,4.2
27.4,0.2,8.5,0.13,9.3
28.4,0.4,8.6,0.25,8.6
26,0.32,8.3,0.21,8.4
25.6,0.22,8.5,0.14,8.4
31.6,1.67,7.6,1.07,5.2
31.9,1.67,7.6,1.07,4.5
28.2,0.3,8.4,0.19,8.8
28.8,0.35,8.6,0.22,8.1
32.5,1.67,7.73,1.07,8.3
26,0.25,8.45,0.16,8.1
25.2,1.68,2.6,1.08,7.5
26.6,0.4,8.6,0.25,10.4
21.9,1.68,8.2,1.08,11
26.2,1.68,7.5,1.08,5.2
27.9,1.68,8.54,1.08,7.5
25.9,0.34,8.42,0.21,8.4
28.8,0.28,8.37,0.18,8.2
27.4,0.34,8.5,0.22,9.6
27.5,0.34,8.7,0.22,9.3
27.9,1.68,7.9,1.08,4.3
28.3,1.68,7.8,1.08,5.2
28,0.39,8.5,0.25,9.1
27.7,1.68,7.7,1.08,0.1
27.8,1.68,7.2,1.08,4.2
29.6,1.68,7.32,1.08,5.8
28.4,1.68,7.56,1.08,6.1
25.6,0.18,8.2,0.11,8.6
25.4,0.48,8.5,0.3,9.1
32.9,1.68,7.8,1.08,5.1
25.2,0.38,8.4,0.24,9.2
20.4,1.69,8.2,1.08,5.4
28.2,0.39,8.4,0.25,9
32,1.68,7.5,1.08,1.5
25.6,1.69,7.74,1.08,6.3
28.8,0.34,8.5,0.22,8.2
26.5,0.49,8.32,0.31,8.2
27,0.25,8.62,0.16,9.7
29.1,1.69,7.6,1.08,4.8
29,1.69,7.7,1.08,0.1
26.2,1.69,7.8,1.08,0.1
28.2,1.69,7.9,1.08,0.2
25.7,1.69,7.5,1.08,1.2
28.5,0.47,8.1,0.3,5.4
26.2,0.33,8.3,0.21,8.2
18.6,1.69,2.6,1.08,9.4
25.6,1.69,7.9,1.08,0.4
25.2,0.25,8.64,0.16,8.7
25.5,1.69,8,1.08,10.1
28.5,0.29,8.51,0.19,8.4
27.7,1.69,7.52,1.08,5.3
25.6,0.27,8.49,0.17,8.5
29.2,1.69,7.64,1.08,6.1
29.5,1.69,7.7,1.08,0.5
31.1,1.69,7.8,1.08,4.6
31.6,1.69,7.4,1.08,3.2
30.3,1.69,7.7,1.08,0.3
26.4,0.48,8.41,0.31,8.2
30.2,1.69,7.46,1.08,2.8
32,1.69,7.74,1.08,6.1
25.4,1.7,7.4,1.09,5.9
25.8,1.7,7.7,1.09,2.1
25.3,1.7,7.8,1.09,6.4
28.1,0.31,8.46,0.2,8.9
28.2,1.7,7.6,1.09,0.5
29.3,1.7,7.6,1.09,0.5
30.8,1.7,7.6,1.09,0.6
30.7,1.7,7.3,1.09,0.4
25.4,0.23,8.3,0.15,8.8
29,0.28,8.1,0.18,8.3
32.6,1.7,7.9,1.09,0.7
25.1,0.38,8.4,0.24,9.3
26.3,0.43,8.4,0.27,8.2
25.2,0.23,8.5,0.15,8.8
28.8,1.7,7.77,1.09,1.1
28.6,0.34,8.61,0.22,8.3
28.1,0.49,8.5,0.31,5.1
32.5,1.7,7.75,1.09,0.7
25.7,0.31,8.17,0.2,8.8
28.5,0.43,8.8,0.28,8.4
29.2,1.7,7.45,1.09,5.1
27.3,1.71,7.5,1.09,4.6
24.5,1.71,2.6,1.09,8.2
28.8,1.71,8.3,1.09,6.9
24.6,1.71,8.1,1.09,5.4
28.9,0.33,8.2,0.21,8.4
20.1,1.71,8.4,1.09,8.4
26.3,0.43,8.5,0.27,10.9
26,0.19,8.12,0.12,8.3
27.4,0.31,8.36,0.2,9.7
24.6,1.71,8.21,1.09,9.3
28,0.36,8.56,0.23,9
29.1,1.71,7.8,1.09,0.2
31.1,1.71,8.2,1.09,7.6
7.8,0.3,8.3,0.19,10.8
26.8,0.37,8.6,0.24,10.2
27.4,0.42,8.4,0.27,9.9
27.9,0.28,8.6,0.18,8.9
28.5,0.48,8.5,0.3,8.8
27.3,0.37,8.8,0.24,9.5
31.3,1.71,7.38,1.09,5.6
27.1,1.72,7.4,1.1,4.2
28,1.72,7.4,1.1,5.8
27.4,0.37,8.4,0.24,9.8
27.1,1.72,7.7,1.1,4.6
33.2,1.71,7.1,1.09,0.3
22.3,1.72,8.1,1.1,6.4
27.2,1.72,7.6,1.1,0.5
25.9,1.72,8,1.1,3.2
26.4,0.38,8.2,0.24,8.2
33.5,1.71,7.46,1.09,3.5
25.2,1.72,7.6,1.1,4.5
27.6,0.39,8.54,0.25,9.5
27.5,1.72,2.63,1.1,7.3
28.7,0.44,8.02,0.28,6.4
21.5,1.72,8.03,1.1,3.3
25.3,0.23,8.6,0.15,8.6
30.8,1.72,8.2,1.1,7.6
27.5,1.72,7.7,1.1,0.2
28.4,1.72,7.4,1.1,6.1
25.1,0.28,8.4,0.18,9.1
27.6,0.39,6.9,0.25,6.3
27.5,0.42,8.2,0.27,10
29.4,1.72,8,1.1,9.2
29.2,1.72,7.5,1.1,4.1
25.5,0.23,8.6,0.15,8.4
25.7,0.44,8.22,0.28,9
28.7,0.43,8.32,0.28,8.7
29.4,0.42,8.1,0.27,8.2
26.1,1.73,7.4,1.11,5.1
20.5,1.73,6.7,1.11,5.1
33.5,1.72,8,1.1,6.2
28.9,0.42,8.3,0.27,8.5
27.7,0.36,8.6,0.23,9.3
27.9,0.26,8.3,0.17,9.2
28.8,0.42,8.3,0.27,8.6
26.7,0.35,8.67,0.22,10.2
31.4,1.73,7.99,1.11,1.8
28.5,1.74,7.8,1.11,0.7
25.8,1.74,7.8,1.11,0.1
27.2,1.74,7.7,1.11,0.2
28,1.74,7.8,1.11,4.1
25.6,1.74,7.7,1.11,0.1
25.9,1.74,7.6,1.11,0.6
26.9,1.74,7.4,1.11,5.6
26.9,1.74,7.8,1.11,1.4
22.5,1.74,2.5,1.11,8.1
27.6,0.34,8.56,0.22,9.4
27.9,1.74,7.7,1.11,1.4
27.9,1.74,7.2,1.11,0.9
28.9,1.74,7.95,1.11,2.6
28.1,1.74,7.86,1.11,4.8
25.4,0.21,8.46,0.14,8.6
22,1.74,8.03,1.11,0.4
25.6,1.74,7.67,1.11,1.6
27.5,0.38,8.14,0.25,10
29.1,1.74,7.3,1.11,0.5
33.5,1.74,7.1,1.11,5.6
22.5,1.74,8.5,1.11,18.8
32.2,1.74,7.8,1.11,11.1
27,0.18,6.9,0.12,5
31.5,1.74,7.8,1.11,2.8
28.5,0.31,8.6,0.2,8.4
27.6,0.31,8.5,0.2,9.4
28.1,0.23,8.54,0.15,8.7
25.8,1.75,7.8,1.12,0.3
28.6,0.44,8.1,0.28,6.1
26.5,1.75,7.7,1.12,2.6
30.4,1.75,7.5,1.12,3.5
25.8,0.34,8.4,0.21,8.5
29.5,1.75,7.7,1.12,0.4
28,1.75,7,1.12,3.9
27.9,1.75,7.8,1.12,0.3
25.1,1.75,7.81,1.12,0.1
27.1,1.75,8,1.12,5.9
28.5,1.75,7.69,1.12,4.1
29.5,1.75,7.98,1.12,9.4
28.7,0.21,8.5,0.13,8.1
30.6,1.75,7.76,1.12,9
