Temperature,EC,PH,DO,Score
30,994,7.6,6.3,34.11
30,516,7.63,6.3,34.11
30,483,7.99,7.1,34.1
30,478,7.9,6.5,34.08
30,599,8,6.2,34.07
30,553,7.9,6.2,34.07
30,475,7.9,7.1,34.06
30,473,7.87,7.2,34.05
30,469,7.7,7.5,34.03
30,812,7.9,6.1,34.03
30,658,7.86,6.1,34.03
30,468,7.9,7.3,34.02
30,466,7.2,7.5,34.01
30,553,6.5,6.5,34
30,650,7.8,6,33.99
30,1100,7.73,6,33.99
30,458,7.58,6.6,33.97
30,580,7.8,5.9,33.95
30,970,7.5,5.9,33.95
30,634,7.7,5.9,33.95
30,450,7.5,6.8,33.92
30,835,8,5.8,33.9
30,923,7.2,5.8,33.9
30,502,7,5.8,33.9
30,442,8,7.2,33.88
30,562,7.8,5.7,33.86
30,438,7.6,8,33.86
30,731,7.39,5.7,33.86
30,1040,8,5.7,33.86
30,680,7.7,5.6,33.82
30,431,7.8,7,33.82
30,428,7.84,6.7,33.81
30,528,7.8,5.5,33.78
30,618,7.7,5.5,33.78
30,421,7.6,6.5,33.77
30,419,7.5,6.9,33.76
30,418,8,7,33.75
30,715,7.2,5.4,33.74
30,600,7.8,5.4,33.74
30,537,7.6,5.4,33.74
30,776,7.83,5.3,33.7
30,607,7.7,5.3,33.7
30,576,7.6,5.2,33.66
30,507,7.4,5.2,33.66
30,534,7.8,5.2,33.66
30,693,7.8,5.2,33.66
30,742,7.84,5.2,33.66
30,502,7.9,5.2,33.66
30,397,7.2,6.7,33.64
30,611,7.68,5.1,33.62
30,753,7.8,5,33.58
30,588,7.6,5,33.58
30,385,8,7.7,33.58
30,549,7.8,5,33.58
30,776,7.43,5,33.58
30,718,7.84,5,33.58
30,512,7.65,5,33.58
30,383,7.6,6.7,33.57
30,380,7.8,7.5,33.55
30,572,7.6,4.9,33.54
30,1300,7.6,4.9,33.54
30,558,7.82,4.9,33.54
30,371,8,7.6,33.5
30,526,7.5,4.8,33.49
30,1020,7.7,4.7,33.45
30,356,8,6.8,33.43
30,648,7.7,4.6,33.41
30,563,7.5,4.6,33.41
30,564,7.7,4.6,33.41
30,352,7.3,7.1,33.4
30,677,7.6,4.5,33.37
30,747,7.71,4.5,33.37
30,508,7.68,4.5,33.37
30,341,7.9,7.4,33.35
30,540,7.8,4.4,33.33
30,336,8,7.6,33.32
30,336,7.9,7.8,33.32
30,688,7.2,4.3,33.29
30,819,7.6,4.3,33.29
30,574,7.5,4.3,33.29
30,329,8,7.3,33.28
30,500,7.6,4.2,33.25
30,903,7.86,4.2,33.25
30,320,7.9,7,33.24
30,573,7.7,4.1,33.21
30,773,7.7,4.1,33.21
30,708,7.7,4.1,33.21
30,1340,7.8,4.1,33.21
30,564,7.54,4.1,33.21
30,313,7.43,7.2,33.2
30,1010,7.9,4,33.17
30,569,7.5,3.9,33.14
30,900,7.58,3.9,33.14
30,296,7.75,8,33.11
30,554,7.6,3.8,33.1
30,572,7.6,3.8,33.1
30,811,7.6,3.8,33.1
30,294,7.7,7,33.1
30,685,7.7,3.7,33.06
30,275,7.8,7.6,33.01
30,613,7.7,3.4,32.94
30,737,7.6,3.4,32.94
30,680,7.6,3.4,32.94
30,534,7.73,3.4,32.94
30,708,7.7,3.3,32.9
30,884,7.9,3.3,32.9
30,542,7.6,3.3,32.9
30,250,8,7.7,32.88
30,966,7.6,3.2,32.86
30,851,7.8,3.2,32.86
30,241,7.5,7.3,32.84
30,797,8,3.1,32.82
30,533,7.4,3.1,32.82
30,1300,7.64,3.1,32.82
30,772,7.8,3,32.78
30,880,7.8,3,32.78
30,715,7.64,3,32.78
30,1380,7.83,3,32.78
30,226,7.18,7.4,32.76
30,665,7.66,2.8,32.71
30,978,7.9,2.6,32.63
30,842,8,9.6,32.63
30,964,7.6,2.6,32.63
30,1010,7.97,2.6,32.63
30,196,8,8,32.61
30,1000,7.8,2.5,32.59
30,655,7.7,2.4,32.56
30,177,7.5,6.5,32.52
30,846,7.6,2.3,32.52
30,148,7.49,7.5,32.38
30,960,7.6,1.9,32.37
30,657,7.6,1.9,32.37
30,567,7.5,1.8,32.33
30,798,7.79,1.6,32.25
30,620,7.6,1.5,32.22
30,858,7.1,1.5,32.22
30,638,7.8,1.4,32.18
30,523,7.32,1.3,32.14
30,675,7.7,1.1,32.07
30,1010,7.7,1.1,32.07
30,1120,7.6,1,32.03
30,528,7.5,1,32.03
30,518,7.12,0.9,32
30,910,7.6,0.7,31.92
30,1190,7.6,0.7,31.92
30,695,7.78,0.6,31.89
30,501,7.2,0.5,31.85
30,797,7.6,0.5,31.85
30,772,7.6,0.4,31.82
30,1070,7.6,0.4,31.82
30,662,7,0.2,31.74
30,1180,8,0.2,31.74
30,780,7.6,0.1,31.71
30,730,7.5,0.1,31.71
30,708,7.7,0.1,31.71
30,1130,7.6,0.1,31.71
30,623,7.3,10,31.67
30,513,7.7,10.1,31.44
30,670,8.08,8.1,15.07
30,565,8.2,8.2,14.52
30,504,8.37,8.4,13.62
30,487,8.06,6.7,12.88
30,544,8.3,8.8,12.85
30,591,8.5,8.6,12.85
30,491,8.1,7.1,12.8
30,861,8.23,8.9,12.78
30,483,8.1,7,12.77
30,475,8.1,7.3,12.73
30,1330,8.04,5.7,12.7
30,458,8.1,8,12.65
30,496,8.18,7.4,12.65
30,557,8.3,8.9,12.62
30,445,8.1,7.8,12.6
30,445,8.1,7.5,12.6
30,402,8.01,7.1,12.6
30,493,8.2,7.7,12.59
30,489,8.2,7.8,12.57
30,486,8.2,7.4,12.55
30,473,8.2,7.5,12.5
30,460,8.17,7.9,12.5
30,469,8.2,7.4,12.48
30,465,7.4,8.2,12.46
30,481,8.23,7.7,12.46
30,434,8.14,7.7,12.46
30,413,8.1,7,12.45
30,457,8.2,7.7,12.42
30,403,8.1,7.5,12.41
30,437,8.18,7.2,12.38
30,395,8.1,7.4,12.37
30,496,8.3,7.7,12.37
30,488,8.3,7.8,12.34
30,386,8.1,8,12.33
30,434,8.2,7.5,12.32
30,481,8.3,7.9,12.31
30,428,8.2,7.6,12.29
30,411,8.2,7.3,12.22
30,411,8.2,7.8,12.22
30,442,8.32,7.5,12.09
30,327,8.1,7.3,12.07
30,333,8.11,7.2,12.07
30,406,8.3,7.1,11.98
30,614,8.2,9.3,11.95
30,350,8.2,7.7,11.95
30,442,8.4,7.6,11.92
30,289,8.1,7.6,11.9
30,436,8.4,8,11.89
30,310,8.2,7.9,11.78
30,571,8.59,9,11.76
30,387,8.4,7.4,11.68
30,434,8.5,8,11.67
30,318,8.3,7.7,11.6
30,261,8.2,7.5,11.57
30,304,8.3,7.5,11.54
30,204,7.9,8.1,11.54
30,290,7.6,8.3,11.48
30,326,8,8.4,11.42
30,363,8,8.5,11.37
30,302,8.4,7.8,11.32
30,453,8,8.7,11.32
30,474,7.9,8.8,11.2
30,448,7.7,8.9,10.89
30,282,8.6,7.9,10.83
30,282,8.6,7.9,10.83
30,487,7.58,6.4,10.82
30,482,7.4,6.2,10.74
30,634,8.5,9.7,10.5
30,440,7.88,5.9,10.48
30,517,6.9,5.2,10.47
30,485,7.8,5.3,10.47
30,408,7.4,6.2,10.44
30,490,7.4,5.1,10.43
30,380,7.52,6.3,10.36
30,450,7.5,5.3,10.34
30,409,7.74,5.8,10.33
30,1340,6.3,5,10.25
30,441,7.92,5.1,10.24
30,468,7.6,4.7,10.23
30,397,7.6,5.6,10.22
30,477,7.56,4.5,10.2
30,422,8,5.2,10.2
30,343,7.74,6.1,10.16
30,458,7.71,4.6,10.16
30,466,7.72,4.5,10.16
30,394,7.5,5.2,10.09
30,367,7.7,5.3,10.02
30,278,7.5,6.4,10
30,326,7.86,5.7,9.98
30,385,8,4.9,9.97
30,481,7.6,3.6,9.96
30,498,7.9,3.1,9.87
30,276,7.7,5.9,9.85
30,264,7.3,6,9.83
30,359,7.4,4.7,9.82
30,167,7.3,8.9,9.8
30,386,7.76,4.2,9.77
30,420,7.6,3.7,9.76
30,222,7.59,6.3,9.76
30,323,7.64,4.9,9.74
30,231,7.31,6.1,9.74
30,357,7.3,4.4,9.72
30,203,7.4,6.2,9.67
30,347,7.4,4.3,9.66
30,190,7.35,6.3,9.65
30,474,7.6,9.6,9.64
30,241,7.43,5.6,9.64
30,253,7.2,5.4,9.62
30,378,4,7.3,9.61
30,510,8.5,10.2,9.56
30,521,8.5,10.2,9.56
30,355,4.1,7,9.55
30,353,7.3,3.8,9.54
30,318,4.4,7.6,9.49
30,352,3.92,7.9,9.49
30,386,7.3,3.1,9.46
30,310,4.2,7,9.41
30,522,8.4,10.4,9.37
30,292,7.36,3.8,9.32
30,285,4.1,7.6,9.3
30,280,7.5,3.7,9.25
30,974,8.37,10.5,9.25
30,270,7.22,3.7,9.21
30,530,8.29,10.6,9.21
30,383,7.3,2.1,9.18
30,296,7.27,3,9.11
30,438,7.4,1.1,9.1
30,462,7.34,0.7,9.08
30,1510,7.6,7.1,9.05
30,226,7.1,3.5,9
30,139,7.6,9.3,8.98
30,256,7.1,2.9,8.95
30,355,7.4,1.4,8.89
30,1530,7.75,7.9,8.74
30,384,7.3,0.1,8.65
30,312,7.3,0.3,8.46
30,266,7.1,0.6,8.39
30,533,8.2,11.2,8.35
30,594,9,10.6,8.02
30,748,8.5,11.1,8.02
30,401,7.9,10.7,7.56
30,1820,7.63,6.5,7.52
30,1900,7.6,6.8,7.43
30,2010,7.6,6.6,7.34
30,2060,7.5,7.3,7.31
30,2110,7.6,7.5,7.29
30,2190,7.7,7.2,7.25
30,2230,7.8,7.1,7.24
30,2280,7.8,7.8,7.22
30,2400,7.7,6.6,7.19
30,3080,8,7.8,7.09
30,3020,7.6,7.6,7.09
30,390,7.78,11,7.08
30,3970,7.7,7.8,7.04
30,4560,7.8,7.6,7.02
30,5160,7.64,7.2,7.01
30,7940,7.7,6.5,6.98
30,8750,7.9,6.9,6.97
30,14000,7.9,7.2,6.96
30,12800,8,6.9,6.96
30,32500,7.98,7,6.95
30,25900,8,7.4,6.95
30,19000,7.87,7.5,6.95
30,1420,7.3,6.4,-3.37
30,1440,7.5,0.1,-6.52
30,1570,7.49,1.1,-9.6
30,1590,7.75,1.1,-9.72
30,1630,7.4,0.2,-9.89
30,1660,8,0.7,-9.99
30,1810,8.1,6.6,-10.26
30,2040,8,10.8,-10.44
30,2130,7.56,5.3,-10.48
30,2160,7.84,5.8,-10.49
30,2290,7.4,4.1,-10.53
30,2520,7.41,1.1,-10.58
30,2530,7.08,6,-10.58
30,2830,7.71,6,-10.62
30,2790,7.2,4.7,-10.62
30,3200,7.5,4.2,-10.65
30,3280,7.84,5.4,-10.65
30,3240,8.16,6.5,-10.65
30,3340,7.1,4.5,-10.66
30,3670,7.5,5,-10.67
30,3840,7.74,3,-10.68
30,4110,7.28,3.8,-10.69
30,4690,7.6,0.5,-10.7
30,4530,7.2,3,-10.7
30,4990,7.5,4,-10.71
30,5160,7.57,6,-10.71
30,6060,7.1,4.7,-10.72
30,8520,7.7,1.1,-10.73
30,6960,8,5.7,-10.73
30,7790,7.5,3.3,-10.73
30,7230,7.6,3.2,-10.73
30,6850,7.56,2.8,-10.73
30,7200,7.3,3.6,-10.73
30,7710,7.73,1.7,-10.73
30,8880,7.8,3.7,-10.74
30,9840,7.4,0.2,-10.74
30,12200,8,9.2,-10.74
30,11400,7.8,1.8,-10.74
30,11600,7.84,3.2,-10.74
30,11300,7.56,2.9,-10.74
30,22300,7.8,3.9,-10.75
30,23300,7.3,3.8,-10.75
30,22800,7.6,3.6,-10.75
30,22400,8.4,7.7,-10.75
30,22400,7.6,3.7,-10.75
30,21200,7.7,0.7,-10.75
30,20800,7.6,5.5,-10.75
30,12900,7.2,3.1,-10.75
30,16000,7.6,3,-10.75
30,14400,7.7,2.3,-10.75
30,20600,7.8,4.5,-10.75
30,24200,7.92,5.8,-10.75
30,15500,7.88,5.8,-10.75
30,17800,7.9,6.2,-10.75
30,26400,7.6,0.8,-10.76
30,30400,7.8,2.8,-10.76
30,24600,7.8,5.3,-10.76
30,31500,7.8,3.4,-10.76
30,34200,7.7,0.8,-10.76
30,34900,7.84,3.6,-10.76
30,36800,7.7,1.8,-10.76
30,25400,7.8,3.5,-10.76
30,29200,7.47,1.8,-10.76
30,36900,7.97,4.1,-10.76
30,31800,7.62,4.5,-10.76
30,37200,7.84,4.6,-10.76
30,30000,7.56,3.4,-10.76
30,43200,8.31,7,-10.76
30,443,8.2,8.1,-11.2
30,480,8.3,8.2,-11.44
30,482,8.5,8.1,-11.62
30,379,8.3,8.1,-11.63
30,372,8.3,8.1,-11.65
30,328,8.2,8.2,-11.82
30,251,8.1,8.2,-11.92
30,369,8.3,8.3,-12.03
30,200,8.3,8.1,-12.28
30,384,8.2,8.6,-12.34
30,365,8.5,8.3,-12.41
30,301,8.4,8.3,-12.46
30,280,8.26,8.4,-12.46
30,399,8.3,8.6,-12.47
30,293,8.3,8.4,-12.49
30,338,8.49,8.4,-12.66
30,223,8.32,8.4,-12.77
30,274,8.44,8.4,-12.8
30,426,8.1,5.9,-12.88
30,449,8.03,5,-12.92
30,225,8.33,8.5,-12.95
30,301,8.6,8.4,-12.98
30,284,8.51,8.5,-13.06
30,430,8.3,6.3,-13.11
30,468,8.1,4.5,-13.11
30,331,8.2,9,-13.22
30,363,8.58,8.7,-13.25
30,203,8.24,8.8,-13.38
30,275,8.6,8.6,-13.41
30,459,8.48,9.1,-13.43
30,200,8.7,8.4,-13.49
30,223,8.6,8.6,-13.58
30,374,8.34,9.2,-13.64
30,387,8.12,9.5,-13.73
30,422,8.6,9.1,-13.75
30,406,8.6,9.3,-14.11
30,341,8.6,9.2,-14.16
30,395,8.79,9.2,-14.29
30,381,8.4,9.6,-14.35
30,246,8.73,9.1,-14.5
30,324,8.3,9.8,-14.67
30,296,8.81,9.3,-14.77
30,438,8.46,10.1,-15.01
30,212,8.2,10.1,-15.28
30,278,8.6,9.9,-15.37
30,377,8.73,10,-15.42
30,402,8.3,10.6,-15.58
30,401,8.66,10.5,-15.93
30,368,8.1,11,-15.94
30,414,8.8,10.4,-15.95
30,223,8.8,10.2,-16.18
30,489,8.5,11.1,-16.27
30,409,8.7,11.7,-17.39
30,318,9,12.9,-19.03
30,470,8.9,18.3,-22.29
30,1410,9.1,5,-22.32
30,2030,8.2,0.05,-31.33
30,2880,6.8,1.5,-31.49
30,4690,8.44,2.1,-31.55
30,11800,8.1,0.1,-31.59
30,34500,8.2,14.9,-31.6
30,22700,8.2,9.7,-31.6
30,15800,8.15,10.3,-31.6
30.1,625,7.9,6.7,53.09
30.1,792,7.7,6.9,53.09
30.1,910,7.7,6.7,53.09
30.1,570,8,7.5,53.09
30.1,503,7.6,7,53.09
30.1,746,7.9,7.6,53.09
30.1,686,7.6,7.7,53.09
30.1,544,7.6,8,53.09
30.1,692,7.9,7.4,53.09
30.1,521,7.4,6.5,53.09
30.1,635,7.9,6.5,53.09
30.1,824,7.9,7.3,53.09
30.1,858,7.6,7.1,53.09
30.1,537,7.7,6.9,53.09
30.1,832,8,6.9,53.09
30.1,607,7.9,6.5,53.09
30.1,856,8,7.2,53.09
30.1,788,8,6.9,53.09
30.1,669,7.9,7.2,53.09
30.1,666,7.96,7.3,53.09
30.1,1360,7.88,7.4,53.09
30.1,536,7.72,6.8,53.09
30.1,520,7.91,6.6,53.09
30.1,597,7.54,7,53.09
30.1,627,7.98,7.8,53.09
30.1,771,7.92,6.5,53.09
30.1,719,7.56,7.2,53.09
30.1,524,7.96,6.6,53.09
30.1,552,7.86,7,53.09
30.1,600,8.01,7.1,36.82
30.1,650,8.01,7.4,36.82
30.1,539,8.07,8,36.63
30.1,505,8.07,7.3,36.63
30.1,536,8.1,7.6,36.54
30.1,825,8.1,6.6,36.54
30.1,569,8.1,6.7,36.54
30.1,534,8.1,7,36.54
30.1,895,8.1,7.6,36.54
30.1,560,8.15,6.8,36.38
30.1,540,8.2,7.2,36.23
30.1,618,8.2,8,36.23
30.1,559,8.2,7.5,36.23
30.1,521,8.3,7,35.93
30.1,504,8,8.3,35.93
30.1,507,8,8.3,35.93
30.1,501,8.3,7.5,35.93
30.1,650,7.4,8.3,35.93
30.1,536,8.38,8,35.68
30.1,512,8.4,7.4,35.63
30.1,586,7.6,8.4,35.63
30.1,641,7.6,8.5,35.33
30.1,512,7.6,9,33.92
30.1,495,8,7.7,33.9
30.1,492,7.8,6.6,33.88
30.1,523,7.8,6.4,33.88
30.1,567,7.94,6.4,33.88
30.1,615,7.93,6.3,33.84
30.1,481,8,7.2,33.82
30.1,481,7.5,7.5,33.82
30.1,607,7.2,6.2,33.8
30.1,686,7.6,6.2,33.8
30.1,531,8,6.2,33.8
30.1,473,7.9,6.8,33.78
30.1,471,7.8,7.3,33.77
30.1,470,8,7.9,33.76
30.1,463,7.9,7,33.73
30.1,463,7.89,7.4,33.73
30.1,1070,7.82,6,33.72
30.1,460,7.9,7.2,33.71
30.1,457,7.68,6.6,33.69
30.1,688,7.8,5.9,33.68
30.1,453,7.6,6.8,33.67
30.1,511,7.8,5.8,33.64
30.1,673,7.8,5.8,33.64
30.1,537,7.8,5.8,33.64
30.1,442,7.44,7.1,33.61
30.1,907,7.7,5.7,33.6
30.1,568,7.94,5.7,33.6
30.1,435,7.8,6.9,33.58
30.1,434,7.93,6.5,33.57
30.1,1100,7.6,5.6,33.56
30.1,427,7.9,7.9,33.54
30.1,514,7.3,5.5,33.51
30.1,542,7.8,5.5,33.51
30.1,423,8,7.7,33.51
30.1,843,7.98,5.5,33.51
30.1,669,7.9,5.4,33.47
30.1,514,7.8,5.4,33.47
30.1,1300,7.7,5.4,33.47
30.1,502,8,5.4,33.47
30.1,956,7.75,5.4,33.47
30.1,411,7.5,8,33.45
30.1,901,7.68,5.3,33.43
30.1,400,7.7,6.7,33.39
30.1,959,7.81,5.1,33.35
30.1,387,8,7,33.33
30.1,386,7.86,7,33.32
30.1,627,7.8,5,33.31
30.1,633,8,5,33.31
30.1,791,7.9,5,33.31
30.1,379,7.63,7.3,33.28
30.1,378,7.86,6.6,33.28
30.1,376,7.8,6.7,33.27
30.1,604,7.3,4.9,33.27
30.1,961,7.3,4.9,33.27
30.1,376,7.56,7.2,33.27
30.1,1040,7.82,4.9,33.27
30.1,668,7.9,4.8,33.23
30.1,1130,7.91,4.8,33.23
30.1,670,7.66,4.8,33.23
30.1,362,7.84,7.2,33.2
30.1,818,7.7,4.7,33.19
30.1,361,7.9,7,33.19
30.1,533,7.7,4.7,33.19
30.1,710,8,4.7,33.19
30.1,1310,7.84,4.7,33.19
30.1,556,7.52,4.7,33.19
30.1,356,7.4,7.3,33.17
30.1,830,7.7,4.6,33.16
30.1,350,7.8,7.6,33.14
30.1,349,8,7.9,33.13
30.1,565,7.7,4.5,33.12
30.1,346,7.2,7.6,33.11
30.1,597,7.76,4.4,33.08
30.1,1110,7.84,4.3,33.04
30.1,928,8,4.2,33
30.1,822,7.8,4.2,33
30.1,556,7.61,4.2,33
30.1,318,7.7,7,32.97
30.1,561,7.7,4.1,32.96
30.1,511,7.74,4.1,32.96
30.1,696,7.8,4,32.92
30.1,897,7.9,4,32.92
30.1,636,7.7,3.9,32.88
30.1,290,7.8,7.2,32.83
30.1,290,7.7,7.2,32.83
30.1,279,7.8,7.9,32.78
30.1,1240,7.6,3.6,32.77
30.1,718,7.6,3.6,32.77
30.1,278,7.8,6.9,32.77
30.1,1270,7.7,3.6,32.77
30.1,643,7.8,3.5,32.73
30.1,255,7.6,7.8,32.66
30.1,729,7.6,3.3,32.65
30.1,673,7.7,3.3,32.65
30.1,648,7.6,3.2,32.61
30.1,875,7.8,3.2,32.61
30.1,238,7.49,6.6,32.57
30.1,699,7.6,3,32.54
30.1,738,7.5,2.7,32.42
30.1,588,7.8,2.7,32.42
30.1,200,7.47,7.3,32.39
30.1,593,7.5,2.3,32.27
30.1,511,7.36,2.1,32.2
30.1,631,7.6,2,32.16
30.1,660,7.5,1.9,32.13
30.1,139,7.2,7.3,32.09
30.1,133,7.34,7.4,32.06
30.1,723,7.5,1.2,31.87
30.1,1100,7.6,1.1,31.83
30.1,1310,7.33,0.9,31.76
30.1,882,7.81,0.8,31.73
30.1,799,7.3,0.4,31.58
30.1,1390,7.28,0.4,31.58
30.1,990,7.5,0.3,31.55
30.1,866,7.6,0.3,31.55
30.1,912,7.7,0.1,31.48
30.1,1280,7.8,0.1,31.48
30.1,813,7.9,0.1,31.48
30.1,503,8.12,8.5,13.74
30.1,520,8.43,8.5,13.01
30.1,467,8.01,7,12.67
30.1,524,8.4,8.7,12.62
30.1,452,8.02,7.2,12.58
30.1,489,8.1,7.6,12.57
30.1,476,7.61,8.1,12.51
30.1,625,8.05,5.6,12.42
30.1,457,8.15,7.2,12.31
30.1,428,7.9,8.1,12.29
30.1,417,8.1,7.5,12.25
30.1,461,8.19,7.9,12.24
30.1,410,8.1,7.6,12.21
30.1,587,8.1,9.2,12.17
30.1,710,8.2,9.1,12.17
30.1,480,8.26,7.3,12.17
30.1,496,8.3,7.5,12.15
30.1,394,8.1,7.8,12.14
30.1,374,8.1,8,12.06
30.1,473,8.3,7.6,12.05
30.1,422,8.2,7.9,12.05
30.1,471,8.3,7.1,12.04
30.1,363,8.1,7.8,12.01
30.1,364,8.1,7.5,12.01
30.1,392,8.2,7.8,11.92
30.1,382,8.19,7.3,11.9
30.1,436,7.8,8.3,11.89
30.1,294,8.03,7.7,11.86
30.1,327,8.1,7.7,11.85
30.1,324,7.8,8.1,11.84
30.1,370,8,8.2,11.82
30.1,369,8.2,7.5,11.82
30.1,344,8.16,7.2,11.8
30.1,357,8.2,7.8,11.77
30.1,440,8.37,7.3,11.76
30.1,302,7.84,8.1,11.74
30.1,453,8.41,7.8,11.73
30.1,410,8.34,7.1,11.69
30.1,406,8.34,7.7,11.68
30.1,291,8.15,7.5,11.59
30.1,363,8.3,7.6,11.58
30.1,258,8.1,7.8,11.56
30.1,300,8.2,7.8,11.52
30.1,346,8.3,7.5,11.51
30.1,446,7.48,8.5,11.51
30.1,328,8.3,7.7,11.43
30.1,317,7.6,8.3,11.38
30.1,314,7.9,8.3,11.37
30.1,310,8.3,7.5,11.35
30.1,296,8.3,7.5,11.3
30.1,241,8.2,7.3,11.27
30.1,237,8.2,8,11.26
30.1,331,8.44,7.6,11.15
30.1,208,7.74,8.2,11.14
30.1,1040,8.5,9.3,11.11
30.1,300,8.4,6.8,11.11
30.1,337,8.5,6.8,11.05
30.1,224,8.28,7.8,11.04
30.1,228,8.3,7.9,11.02
30.1,176,8.2,8,11.01
30.1,537,8.6,9.3,10.9
30.1,138,7.3,8.2,10.85
30.1,489,6.78,6.7,10.59
30.1,456,7.58,6.4,10.5
30.1,458,7.22,6.4,10.5
30.1,472,7.8,6.1,10.47
30.1,460,7.31,6,10.39
30.1,465,7.87,5.9,10.38
30.1,532,8.5,9.7,10.31
30.1,485,7.8,5.4,10.31
30.1,470,7.86,5.6,10.31
30.1,403,7.76,6.3,10.26
30.1,457,7.7,5.5,10.23
30.1,462,7.6,5.4,10.22
30.1,486,7.56,5,10.19
30.1,396,7.42,6.1,10.17
30.1,368,7.1,6.3,10.13
30.1,469,7.4,4.8,10.07
30.1,384,7.8,5.9,10.07
30.1,427,7.64,5.3,10.06
30.1,494,7.7,4.4,10.05
30.1,489,7.6,3.9,9.88
30.1,488,7.8,3.8,9.85
30.1,304,7.2,6.1,9.83
30.1,456,7.52,4.1,9.82
30.1,287,7.41,6.3,9.82
30.1,431,7.49,4.4,9.81
30.1,419,7.56,4.5,9.8
30.1,410,7.4,4.5,9.76
30.1,273,7.5,6.2,9.74
30.1,488,7.6,3.4,9.74
30.1,350,7.6,5.2,9.74
30.1,278,7.6,6.1,9.73
30.1,292,7.36,5.9,9.72
30.1,245,7.6,6.4,9.69
30.1,493,7.97,3.1,9.67
30.1,458,3.7,7.1,9.64
30.1,445,7.4,3.5,9.61
30.1,208,7.37,6.4,9.56
30.1,239,7.29,6,9.56
30.1,484,7.7,2.8,9.55
30.1,231,7.8,5.9,9.5
30.1,451,7.6,2.6,9.38
30.1,1230,6.7,2.2,9.37
30.1,331,4.4,7.2,9.36
30.1,321,4.3,7.2,9.3
30.1,320,4.1,7,9.24
30.1,285,4.3,8,9.17
30.1,260,7.4,4.3,9.16
30.1,293,7.4,3.5,9.06
30.1,301,7.43,3.4,9.06
30.1,293,7.2,3.2,8.98
30.1,381,7.6,2,8.97
30.1,270,7.2,3.4,8.96
30.1,273,7.4,3.3,8.94
30.1,278,7.7,9.5,8.94
30.1,292,7.2,2.9,8.9
30.1,387,7.49,1.6,8.88
30.1,413,7.5,1.1,8.84
30.1,385,7.3,1.2,8.77
30.1,378,7.4,1.2,8.75
30.1,282,7.2,2.4,8.73
30.1,440,7.2,0.3,8.72
30.1,230,7.1,3,8.71
30.1,327,7.25,1.7,8.7
30.1,310,7.38,1.2,8.52
30.1,334,7.2,0.6,8.44
30.1,325,7.2,0.5,8.39
30.1,344,7.9,10,8.33
30.1,1800,7.76,7,7.55
30.1,1930,7.3,7,7.4
30.1,2020,7.6,6.5,7.33
30.1,2160,7.9,6.6,7.26
30.1,2220,7.6,7.4,7.24
30.1,2260,7.8,7.1,7.23
30.1,2390,7.6,6.9,7.19
30.1,2910,7.9,6.6,7.1
30.1,4540,7.9,7.4,7.02
30.1,9720,7.5,7.8,6.97
30.1,17200,7.8,6.6,6.96
30.1,17000,7.64,7.7,6.96
30.1,24300,8,6.6,6.95
30.1,17600,7.9,7.3,6.95
30.1,490,7.9,11.2,6.94
30.1,886,8.9,13.6,4.16
30.1,1410,7.9,6.3,0.57
30.1,1420,7.55,5.4,-3.44
30.1,1470,7.6,0.1,-8.13
30.1,1550,7.7,8.1,-9.44
30.1,2440,7.3,5.1,-10.57
30.1,2580,7.3,5.2,-10.59
30.1,2780,7.2,4.2,-10.61
30.1,2780,7.26,8.2,-10.61
30.1,2800,7.3,5.4,-10.62
30.1,2830,7.7,1.6,-10.62
30.1,3170,7.9,0.2,-10.65
30.1,3240,7.7,4.1,-10.65
30.1,3490,7.3,5.6,-10.66
30.1,3320,7.68,3,-10.66
30.1,4010,7.1,5,-10.68
30.1,4260,7,4.7,-10.69
30.1,4290,7.68,6.1,-10.69
30.1,4380,8,6,-10.69
30.1,5500,8,6,-10.71
30.1,5070,7.12,4.7,-10.71
30.1,5060,7.16,5.6,-10.71
30.1,5130,7.26,4.9,-10.71
30.1,6200,7.6,0.7,-10.72
30.1,5860,7.78,5.2,-10.72
30.1,6250,7.98,8.2,-10.72
30.1,6330,7.22,6,-10.72
30.1,7640,7.4,0.8,-10.73
30.1,12200,7.6,3.1,-10.74
30.1,9700,7.5,1.8,-10.74
30.1,10500,7.7,6,-10.74
30.1,11400,7.8,0.6,-10.74
30.1,10800,7.72,3.2,-10.74
30.1,10200,7.6,0.7,-10.74
30.1,11800,7.92,5.5,-10.74
30.1,12700,7.6,4.8,-10.75
30.1,20900,7.4,3.9,-10.75
30.1,15000,7.7,0.3,-10.75
30.1,18000,7.6,4,-10.75
30.1,13700,7.4,1.6,-10.75
30.1,23000,7.9,5,-10.75
30.1,14100,7.8,5,-10.75
30.1,18000,7.6,4.4,-10.75
30.1,14100,7.63,3.6,-10.75
30.1,17300,7.61,1.8,-10.75
30.1,28400,7.7,6.1,-10.76
30.1,33600,8,5.3,-10.76
30.1,26200,7.6,4.3,-10.76
30.1,38500,7.7,5.7,-10.76
30.1,34400,8.1,6.5,-10.76
30.1,26900,8.3,6.8,-10.76
30.1,27600,8.4,7.6,-10.76
30.1,39900,7.8,4.6,-10.76
30.1,35200,7.89,6,-10.76
30.1,26900,8,4.7,-10.76
30.1,25100,7.75,8.2,-10.76
30.1,28400,7.58,3.9,-10.76
30.1,33200,7.75,5.3,-10.76
